id,title,file_path
BR-FED-0001,Conflitos socioambientais envolvendo projetos de Mecanismo de Desenvolvimento Limpo (MDL) na América Latina,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Conflitos_socioambientais_envolvendo_projetos_de_M.pdf
BR-FED-0001,"Gastronomia, sexualidade e poder na obra de Eça de Queirós",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Gastronomia__sexualidade_e_poder_na_obra_de_E_a_de.pdf
BR-FED-0001,Encruzilhada: uma memoria da feira de São Joaquim,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Encruzilhada__uma_memoria_da_feira_de_S_o_Joaquim.pdf
BR-FED-0001,"As maquinetas do recolhimento dos humildes ; definições, notícias , iconografia  e tipologia",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_As_maquinetas_do_recolhimento_dos_humildes___defin.pdf
BR-FED-0001,O Elemento Sócio-Histórico e a Administração: Cornelius Castoriadis e a Literatura de Jorge Amado,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_O_Elemento_S_cio-Hist_rico_e_a_Administra__o__Corn.pdf
BR-FED-0001,Cachoeira cidade criativa: uma análise do potencial criativo da cidade de Cachoeira,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Cachoeira_cidade_criativa__uma_an_lise_do_potencia.pdf
BR-FED-0001,A porta 13: projeto de roteiro audiovisual,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_A_porta_13__projeto_de_roteiro_audiovisual.pdf
BR-FED-0001,Estudo de compostos carbonílicos e os respectivos ácidos hidroxialquilsulfônicos em vinhos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Estudo_de_compostos_carbon_licos_e_os_respectivos_.pdf
BR-FED-0001,"Contrato que se fez no Conselho Ultramarino com José Manoel de Sousa Lobo, do rendimento da agua ardente, e vinhos de mel da Bahia [...]",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Contrato_que_se_fez_no_Conselho_Ultramarino_com_Jo.pdf
BR-FED-0001,"Desenvolvimento de método analítico para a determinação de cádmio em vinho e estudo preliminar de especiação de cádmio, ferro, manganês, zinco e cobre em vinho",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Desenvolvimento_de_m_todo_anal_tico_para_a_determi.pdf
BR-FED-0001,Avaliação química e sensorial de vinhos tintos produzidos nas regiões do “Vale do São Francisco” e da “Serra Gaúcha”,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Avalia__o_qu_mica_e_sensorial_de_vinhos_tintos_pro.pdf
BR-FED-0001,Uso de metodologias combinadas de análise sensorial e químico-analíticas para controle de qualidade de vinhos espumantes nacionais,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Uso_de_metodologias_combinadas_de_an_lise_sensoria.pdf
BR-FED-0001,Determinação de trans-resveratrol em vinhos tintos por meio de calibração multivariada,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Determina__o_de_trans-resveratrol_em_vinhos_tintos.pdf
BR-FED-0001,Efeito da presença e concentração de compostos carbonílicos na qualidade de vinhos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Efeito_da_presen_a_e_concentra__o_de_compostos_car.pdf
BR-FED-0001,Determinação de compostos fenólicos em vinhos e caracterização de vinhos eleborados na região do vale do São Francisco Pernambuco,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Determina__o_de_compostos_fen_licos_em_vinhos_e_ca.pdf
BR-FED-0001,Estudo de compostos carbonílicos e os respectivos ácidos hidroxialquilsulfônicos em vinhos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Estudo_de_compostos_carbon_licos_e_os_respectivos_.pdf
BR-FED-0001,Multivariate optimization and validation of an analytical method for the determination of cadmium in wines employing ET AAS,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Multivariate_optimization_and_validation_of_an_ana.pdf
BR-FED-0001,"Determination of N,N-dimethyltryptamine in beverages consumed in religious practices by headspace solid-phase microextraction followed by gas chromatography ion trap mass spectrometry",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Determination_of_N_N-dimethyltryptamine_in_beverag.pdf
BR-FED-0001,Identificação das leveduras isoladas de uvas cultivadas no Vale do Submédio São Francisco e sua utilização na fermentação do mosto de uva,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Identifica__o_das_leveduras_isoladas_de_uvas_culti.pdf
BR-FED-0001,O marketing territorial nas indicações geográficas: um estudo da Denominação de Origem Vale dos Vinhedos - RS,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_O_marketing_territorial_nas_indica__es_geogr_ficas.pdf
BR-FED-0001,Significados socioculturais de rituais de futebol em Salvador-BA: os babas “de saia” e “do vinho”,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Significados_socioculturais_de_rituais_de_futebol_.pdf
BR-FED-0001,Desenvolvimento e aplicação de método multirresíduo por SDME/GC-MS  para a determinação de 19 pesticidas em amostras de água de coco e vinho branco,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Desenvolvimento_e_aplica__o_de_m_todo_multirres_du.pdf
BR-FED-0001,Estratégias alternativas de preparo de amostras para a determinação de metais em alimentos por espectrometria de absorção atômica em chama,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Estrat_gias_alternativas_de_preparo_de_amostras_pa.pdf
BR-FED-0001,Avaliação de mosto de uva fermentado,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Avalia__o_de_mosto_de_uva_fermentado.pdf
BR-FED-0001,Patrimônio industrial: narrativas de uma ruína santamarense,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Patrim_nio_industrial__narrativas_de_uma_ru_na_san.pdf
BR-FED-0001,"Doenças e desvios na independência angolana: higienismo, liamba, kaporroto e kazukuta",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Doen_as_e_desvios_na_independ_ncia_angolana__higie.pdf
