repo_id,repo_name,query,title,link,collected_at
BR-FED-0001,Repositório Institucional da UFBA,vinho de,"Desenvolvimento de sistema de análise por injeção seqüencial para determinação espectrofotométrica da capacidade antioxidante em bebidas empregando o radical derivado do N-fenil-1, 4-fenilenodiamino",https://repositorio.ufba.br/handle/ri/15802,2026-02-11T10:01:50-03:00
BR-FED-0001,Repositório Institucional da UFBA,vinho de,Hyhiéne na mulher em estado de gravidez,https://repositorio.ufba.br/handle/ri/24818,2026-02-11T10:01:50-03:00
BR-FED-0001,Repositório Institucional da UFBA,vinho de,Fractura do radius e seu tratamento,https://repositorio.ufba.br/handle/ri/25862,2026-02-11T10:01:50-03:00
BR-FED-0001,Repositório Institucional da UFBA,vinho de,Avaliação de mosto de uva fermentado,https://repositorio.ufba.br/handle/ri/2904,2026-02-11T10:01:50-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Contrato que se fez no Conselho Ultramarino com José Manoel de Sousa Lobo, do rendimento da agua ardente, e vinhos de mel da Bahia [...]",https://repositorio.ufba.br/handle/ri/22078,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"As denominações de cachaça: um estudo dialetocológico, etnolinguístico  e semântico cognitivo",https://repositorio.ufba.br/handle/ri/36042,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Patrimônio industrial: narrativas de uma ruína santamarense,https://repositorio.ufba.br/handle/ri/32074,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Doenças e desvios na independência angolana: higienismo, liamba, kaporroto e kazukuta",https://repositorio.ufba.br/handle/ri/35878,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Intervenção na Usina Assucareira Santo Antônio: joia do patrimônio industrial sul-mato-grossense,https://repositorio.ufba.br/handle/ri/41203,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"“Tanto negócio e tanto negociantes”: a cidade de Salvador, uma cidade comercial (1750-1808)",https://repositorio.ufba.br/handle/ri/30654,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Devo que pagarei: comércio e crédito na Vila de Ilhéus na primeira metade do oitocentos,https://repositorio.ufba.br/handle/ri/33184,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Vigilância em Saúde: afinal, do que estamos tratando?",https://repositorio.ufba.br/handle/ri/2691,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Análise de compostos fenólicos e atividade antioxidante em cachaças baianas,https://repositorio.ufba.br/handle/ri/19144,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Precificação e Valor: Um Estudo sobre a Influência da Força das Marcas,https://repositorio.ufba.br/handle/ri/1272,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Adoradores de Dionísio: uso e restrições ao consumo do álcool na Bahia (1870-1930),https://repositorio.ufba.br/handle/ri/32004,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Vivendo sem amarras: as viagens de africanos libertos entre a Bahia e a Costa da África (1840-1860),https://repositorio.ufba.br/handle/ri/33176,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Análise do consumo de drinks com cachaça antes e depois de uma consultoria de bar em um restaurante no bairro Santo Antônio além do Carmo em Salvador Ba,https://repositorio.ufba.br/handle/ri/36877,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Tratamento do tetano,https://repositorio.ufba.br/handle/ri/25846,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,A Agricultura de abastecimento na configuração territorial do Sertão da Ressaca: formação histórica dos sistemas produtivos e do estado da arte nos séculos XVIII e XIX,https://repositorio.ufba.br/handle/ri/32188,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Determinação de cobre, ferro, níquel e zinco em matrizes tanólicas por espectrometria de fluorescência de raios-x com energia dispersiva após pré-concentração em papel cromatográfico",https://repositorio.ufba.br/handle/ri/11658,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Mantendo o curso: restrições, subterfúgios e comércio da escravatura na Bahia (1810-1817)",https://repositorio.ufba.br/handle/ri/31947,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"Indicação geográfica: a indicação de procedência para o azeite de dendê produzido em Valença, Bahia",https://repositorio.ufba.br/handle/ri/9929,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,Mergulhando nos Mocambos do Borrachudo – Barra do Rio de Contas (Século XIX),https://repositorio.ufba.br/handle/ri/8754,2026-02-11T10:01:51-03:00
BR-FED-0001,Repositório Institucional da UFBA,aguardente de,"“Indicação Geográfica no Brasil: determinantes, limites e possibilidades”",https://repositorio.ufba.br/handle/ri/19772,2026-02-11T10:01:51-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,A trajetória D’O Repúblico no fim do Primeiro Reinado e início da Regência: os discursos impressos de Antônio Borges da Fonseca sobre a Política Imperial (1830-1832),https://app.uff.br/riuff/handle/1/24558,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,É tudo nosso: o papel da confiança no consumo compartilhado: um estudo de caso sobre o site Tem Açúcar?,https://app.uff.br/riuff/handle/1/3848,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Interface entre os saberes populares e científicos sobre plantas medicinais: perspectiva da autonomia do cuidado em saúde,https://app.uff.br/riuff/handle/1/3199,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Acompanhamento farmacêutico: uma estratégia para o aumento de adesão ao tratamento de pacientes em cuidados paliativos oncológicos,https://app.uff.br/riuff/handle/1/3426,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Patrimônio histórico cultural do arquipélago de Marajó: diálogo e disputa entre suas representações,https://app.uff.br/riuff/handle/1/1766,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Prêmio Silvio Romero de folclore e cultura popular: das fontes das monografias às monografias como fontes,https://app.uff.br/riuff/handle/1/2995,2026-02-11T10:01:53-03:00
